K02869|RP-L12,_rpl12;_large_subunit_ribosomal_protein_L12
K03332|fruA;_fructan_beta-fructosidase_[EC:3.2.1.80]
K13892|gsiA;_glutathione_transport_system_ATP-binding_protein
K03436|fruR2,_fruR;_DeoR_family_transcriptional_regulator,_fructose_operon_transcriptional_repressor
K21394|yiaM;_TRAP-type_transport_system_small_permease_protein
K02769|fruAb;_fructose_PTS_system_EIIB_component_[EC:2.7.1.202]
K13920|pduE;_propanediol_dehydratase_small_subunit_[EC:4.2.1.28]
K07794|tctB;_putative_tricarboxylic_transport_membrane_protein
K01699|pduC;_propanediol_dehydratase_large_subunit_[EC:4.2.1.28]
K03852|xsc;_sulfoacetaldehyde_acetyltransferase_[EC:2.3.3.15]
K05888|K05888;_L-gulono-1,4-lactone_dehydrogenase_[EC:1.1.2.-]
K05906|PCYOX1,_FCLY;_prenylcysteine_oxidase_/_farnesylcysteine_lyase_[EC:1.8.3.5_1.8.3.6]
K24108|asbA;_spermidine-citrate_ligase_[EC:6.3.2.-]
K05814|ugpA;_sn-glycerol_3-phosphate_transport_system_permease_protein
K21624|c3lhypd;_cis-L-3-hydroxyproline_dehydratase_[EC:4.2.1.171]
K00421|lccA;_laccase_[EC:1.10.3.2]
K18289|ict-P;_itaconate_CoA-transferase_[EC:2.8.3.-_2.8.3.22]
K06609|iolT;_MFS_transporter,_SP_family,_major_inositol_transporter
K11390|CLYBL;_citrate_lyase_subunit_beta-like_protein_[EC:4.1.-.-]
K03787|surE;_5'/3'-nucleotidase_[EC:3.1.3.5_3.1.3.6]
K17228|sfnG;_dimethylsulfone_monooxygenase_[EC:1.14.14.35]
K06203|cysZ;_CysZ_protein
K17839|PAO4,_PAO3,_PAO2;_polyamine_oxidase_[EC:1.5.3.17_1.5.3.-]
K06151|E1.1.99.3A;_gluconate_2-dehydrogenase_alpha_chain_[EC:1.1.99.3]
K24443|xacC;_D-xylono/L-arabinono-1,4-lactonase_[EC:3.1.1.68_3.1.1.15]
K10189|lacF,_araP;_lactose/L-arabinose_transport_system_permease_protein
K08726|EPHX2;_soluble_epoxide_hydrolase_/_lipid-phosphate_phosphatase_[EC:3.3.2.10_3.1.3.76]
K03779|ttdA;_L(+)-tartrate_dehydratase_alpha_subunit_[EC:4.2.1.32]
K06189|corC,_tlyC;_hemolysin_(HlyC)_family_protein
K02836|prfB;_peptide_chain_release_factor_2
K02066|mlaE,_linK;_phospholipid/cholesterol/gamma-HCH_transport_system_permease_protein
K02067|mlaD,_linM;_phospholipid/cholesterol/gamma-HCH_transport_system_substrate-binding_protein
K24010|soxA;_cytochrome_aa3-type_oxidase_subunit_II_[EC:7.1.1.4]
K14048|ureAB;_urease_subunit_gamma/beta_[EC:3.5.1.5]
K24009|soxB;_cytochrome_aa3-type_oxidase_subunit_I_[EC:7.1.1.4]
K18020|cutA;_glyceraldehyde_dehydrogenase_large_subunit_[EC:1.2.99.8]
K18021|cutB;_glyceraldehyde_dehydrogenase_medium_subunit_[EC:1.2.99.8]
K07399|resB,_ccs1;_cytochrome_c_biogenesis_protein
K11021|tccC;_insecticidal_toxin_complex_protein_TccC
K13922|pduP;_propionaldehyde_dehydrogenase_[EC:1.2.1.87]
K21556|malR;_CRP/FNR_family_transcriptional_regulator,_polysaccharide_utilization_system_transcription_regulator
K04028|eutN;_ethanolamine_utilization_protein_EutN
K06981|ipk;_isopentenyl_phosphate_kinase_[EC:2.7.4.26]
K05785|rfaH;_transcriptional_antiterminator_RfaH
K04027|eutM;_ethanolamine_utilization_protein_EutM
K13277|epr;_minor_extracellular_protease_Epr_[EC:3.4.21.-]
K01167|rnaSA;_ribonuclease_T1_[EC:4.6.1.24]
K03623|yhcO;_ribonuclease_inhibitor
K23999|fom1;_phosphoenolpyruvate_phosphomutase_/_2-hydroxyethylphosphonate_cytidylyltransferase_[EC:5.4.2.9_2.7.7.104]
K02073|metQ;_D-methionine_transport_system_substrate-binding_protein
K19353|eptC;_heptose-I-phosphate_ethanolaminephosphotransferase_[EC:2.7.8.-]
K19225|gluP;_rhomboid_protease_GluP_[EC:3.4.21.105]
K15051|endA;_DNA-entry_nuclease
K18704|tarL;_CDP-ribitol_ribitolphosphotransferase_/_teichoic_acid_ribitol-phosphate_polymerase_[EC:2.7.8.14_2.7.8.47]
K00604|MTFMT,_fmt;_methionyl-tRNA_formyltransferase_[EC:2.1.2.9]
K03319|TC.DASS;_divalent_anion:Na+_symporter,_DASS_family
K22708|tarS;_poly(ribitol-phosphate)_beta-N-acetylglucosaminyltransferase_[EC:2.4.1.355]
K21220|thiN;_thiamine-phosphate_diphosphorylase_[EC:2.5.1.3]
K06409|spoVB;_stage_V_sporulation_protein_B
K05841|E2.4.1.173;_sterol_3beta-glucosyltransferase_[EC:2.4.1.173]
K02761|celB,_chbC;_cellobiose_PTS_system_EIIC_component
K02759|celC,_chbA;_cellobiose_PTS_system_EIIA_component_[EC:2.7.1.196_2.7.1.205]
K02760|celA,_chbB;_cellobiose_PTS_system_EIIB_component_[EC:2.7.1.196_2.7.1.205]
K03979|obgE,_cgtA,_MTG2;_GTPase_[EC:3.6.5.-]
K00824|dat;_D-alanine_transaminase_[EC:2.6.1.21]
K00826|E2.6.1.42,_ilvE;_branched-chain_amino_acid_aminotransferase_[EC:2.6.1.42]
K05838|ybbN;_putative_thioredoxin
K07467|nicK;_putative_DNA_relaxase
K07714|atoC;_two-component_system,_NtrC_family,_response_regulator_AtoC
K11384|algB;_two-component_system,_NtrC_family,_response_regulator_AlgB
K13890|gsiC;_glutathione_transport_system_permease_protein
K09812|ftsE;_cell_division_transport_system_ATP-binding_protein
K10756|RFC3_5;_replication_factor_C_subunit_3/5
K02665|pilP;_type_IV_pilus_assembly_protein_PilP
K02279|cpaB,_rcpC;_pilus_assembly_protein_CpaB
K02280|cpaC,_rcpA;_pilus_assembly_protein_CpaC
K03723|mfd;_transcription-repair_coupling_factor_(superfamily_II_helicase)_[EC:5.6.2.4]
K03046|rpoC;_DNA-directed_RNA_polymerase_subunit_beta'_[EC:2.7.7.6]
K08256|pimA;_phosphatidyl-myo-inositol_alpha-mannosyltransferase_[EC:2.4.1.345]
K07447|ruvX;_putative_pre-16S_rRNA_nuclease_[EC:3.1.-.-]
K15539|rodZ;_cytoskeleton_protein_RodZ
K03089|rpoH;_RNA_polymerase_sigma-32_factor
K12066|traK;_conjugal_transfer_pilus_assembly_protein_TraK
K03073|secE;_preprotein_translocase_subunit_SecE
K20257|pqsE;_2-aminobenzoylacetyl-CoA_thioesterase_[EC:3.1.2.32]
K12072|traH;_conjugative_transfer_pilus_assembly_protein_TraH
K25996|frdC,_fdrC;_succinate_dehydrogenase_subunit_C
K12065|traB;_conjugal_transfer_pilus_assembly_protein_TraB
K07285|slp;_outer_membrane_lipoprotein
K01910|citC;_[citrate_(pro-3S)-lyase]_ligase_[EC:6.2.1.22]
K22733|NIPA,_SLC57A2S;_magnesium_transporter
K07767|KATNA1;_katanin_p60_ATPase-containing_subunit_A1_[EC:5.6.1.1]
K01629|rhaD;_rhamnulose-1-phosphate_aldolase_[EC:4.1.2.19]
K16886|qmoB;_quinone-modifying_oxidoreductase,_subunit_QmoB
K16885|qmoA;_quinone-modifying_oxidoreductase,_subunit_QmoA
K03705|hrcA;_heat-inducible_transcriptional_repressor
K06881|nrnA;_bifunctional_oligoribonuclease_and_PAP_phosphatase_NrnA_[EC:3.1.3.7_3.1.13.3]
K03322|mntH;_manganese_transport_protein
K21472|lytH;_peptidoglycan_LD-endopeptidase_LytH_[EC:3.4.-.-]
K03796|bax;_Bax_protein
K06416|spoVS;_stage_V_sporulation_protein_S
K19048|symE;_toxic_protein_SymE
K01804|araA;_L-arabinose_isomerase_[EC:5.3.1.4]
K03446|emrB;_MFS_transporter,_DHA2_family,_multidrug_resistance_protein
K07723|ndoAI;_CopG_family_transcriptional_regulator_/_antitoxin_EndoAI
K07265|kpsS,_lipB;_capsular_polysaccharide_export_protein
K07689|uvrY,_gacA,_varA;_two-component_system,_NarL_family,_invasion_response_regulator_UvrY
K18682|rny;_ribonucrease_Y_[EC:3.1.-.-]
K01844|kamD;_beta-lysine_5,6-aminomutase_alpha_subunit_[EC:5.4.3.3]
K01668|E4.1.99.2;_tyrosine_phenol-lyase_[EC:4.1.99.2]
K18012|kdd;_L-erythro-3,5-diaminohexanoate_dehydrogenase_[EC:1.4.1.11]
K18011|kamE;_beta-lysine_5,6-aminomutase_beta_subunit_[EC:5.4.3.3]
K11949|phdJ;_4-(2-carboxyphenyl)-2-oxobut-3-enoate_aldolase_[EC:4.1.2.34]
K18022|cutC;_glyceraldehyde_dehydrogenase_small_subunit_[EC:1.2.99.8]
K19146|csaX;_CRISPR-associated_protein_CsaX
K24008|soxC;_cytochrome_aa3-type_oxidase_subunit_III
K02493|hemK,_prmC,_HEMK;_release_factor_glutamine_methyltransferase_[EC:2.1.1.297]
K05946|tagA,_tarA;_N-acetylglucosaminyldiphosphoundecaprenol_N-acetyl-beta-D-mannosaminyltransferase_[EC:2.4.1.187]
K00078|DHDH;_dihydrodiol_dehydrogenase_/_D-xylose_1-dehydrogenase_(NADP)_[EC:1.3.1.20_1.1.1.179]
K12527|ygfK;_putative_selenate_reductase_[EC:1.97.1.9]
K03570|mreC;_rod_shape-determining_protein_MreC
K18675|chbP;_N,N'-diacetylchitobiose_phosphorylase_[EC:2.4.1.280]
K05515|mrdA;_penicillin-binding_protein_2_[EC:3.4.16.4]
K03571|mreD;_rod_shape-determining_protein_MreD
K00563|rlmA1;_23S_rRNA_(guanine745-N1)-methyltransferase_[EC:2.1.1.187]
K02666|pilQ;_type_IV_pilus_assembly_protein_PilQ
K07253|MIF;_phenylpyruvate_tautomerase_[EC:5.3.2.1]
K04754|mlaA,_vacJ;_phospholipid-binding_lipoprotein_MlaA
K07323|mlaC;_phospholipid_transport_system_substrate-binding_protein
K14987|fixJ;_two-component_system,_LuxR_family,_response_regulator_FixJ
K03640|pal;_peptidoglycan-associated_lipoprotein
K02065|mlaF,_linL,_mkl;_phospholipid/cholesterol/gamma-HCH_transport_system_ATP-binding_protein
K02484|K02484;_two-component_system,_OmpR_family,_sensor_kinase_[EC:2.7.13.3]
K18697|pgpC;_phosphatidylglycerophosphatase_C_[EC:3.1.3.27]
K08159|sotB;_MFS_transporter,_DHA1_family,_L-arabinose/isopropyl-beta-D-thiogalactopyranoside_export_protein
K07862|sstT;_serine/threonine_transporter
K21745|adhR;_MerR_family_transcriptional_regulator,_aldehyde-responsive_regulator
K17472|cymR;_Rrf2_family_transcriptional_regulator,_cysteine_metabolism_repressor
K06132|clsC;_cardiolipin_synthase_C_[EC:2.7.8.-]
K02616|paaX;_phenylacetic_acid_degradation_operon_negative_regulatory_protein
K02899|RP-L27,_MRPL27,_rpmA;_large_subunit_ribosomal_protein_L27
K03647|nrdI;_protein_involved_in_ribonucleotide_reduction
K09747|ebfC;_nucleoid-associated_protein_EbfC
K02834|rbfA;_ribosome-binding_factor_A
K03346|dnaB;_replication_initiation_and_membrane_attachment_protein
K03216|trmL,_cspR;_tRNA_(cytidine/uridine-2'-O-)-methyltransferase_[EC:2.1.1.207]
K02916|RP-L35,_MRPL35,_rpmI;_large_subunit_ribosomal_protein_L35
K06338|cotSA;_spore_coat_protein_SA
K03762|proP;_MFS_transporter,_MHS_family,_proline/betaine_transporter
K01400|nprE;_bacillolysin_[EC:3.4.24.28]
K01118|acpD,_azoR;_FMN-dependent_NADH-azoreductase_[EC:1.7.1.17]
K18164|NDUFAF7;_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_assembly_factor_7
K14189|dltE;_uncharacterized_oxidoreductase_[EC:1.-.-.-]
K13012|wbqP;_O-antigen_biosynthesis_protein_WbqP
K24715|s25dC;_steroid_C-25_hydroxylase_gamma_subunit
K02315|dnaC;_DNA_replication_protein_DnaC
K24307|lea7;_5-N-acetyl-7-N-(D-alanyl)-legionaminic_acid_cytidylyltransferase
K07535|badH;_2-hydroxycyclohexanecarboxyl-CoA_dehydrogenase_[EC:1.1.1.-]
K21305|aglC;_dolichyl_N-acetyl-alpha-D-glucosaminyl_phosphate_3-beta-D-2,3-diacetamido-2,3-dideoxy-beta-D-glucuronosyltransferase_[EC:2.4.1.335]
K21304|aglK;_UDP-N-acetylglucosamine---dolichyl-phosphate_N-acetylglucosaminyltransferase_[EC:2.4.1.153]
K09887|dcd;_dCTP_deaminase_(dUMP-forming)_[EC:3.5.4.30]
K00638|catB;_chloramphenicol_O-acetyltransferase_type_B_[EC:2.3.1.28]
K18234|vat;_virginiamycin_A_acetyltransferase_[EC:2.3.1.-]
K07324|flaA;_archaeal_flagellin_FlaA
K23316|cosB;_chemotactic_signal_transduction_system_substrate-binding_protein_CosB
K23263|gvpC;_gas_vesicle_minor_protein
K26209|K26209;_glycolaldehyde_reductase_[EC:1.1.1.-]
K05030|CLCA3_4;_calcium-activated_chloride_channel_regulator_3/4
K06023|hprK,_ptsK;_HPr_kinase/phosphorylase_[EC:2.7.11.-_2.7.4.-]
K15552|tauC;_taurine_transport_system_permease_protein
K10977|aksA;_methanogen_homocitrate_synthase_[EC:2.3.3.14_2.3.3.-]
K11415|SIRT5,_SIR2L5;_NAD-dependent_protein_deacetylase_sirtuin_5_[EC:2.3.1.286]
K07578|K07578;_homologs_of_the_eukaryotic_argonaute_protein
K22408|dac;_N,N'-diacetylchitobiose_non-reducing_end_deacetylase_[EC:3.5.1.136]
K20203|sudB;_sulfide_dehydrogenase_subunit_beta_[EC:1.8.1.19]
K20202|sudA;_sulfide_dehydrogenase_subunit_alpha_[EC:1.8.1.19]
K00701|cgt;_cyclomaltodextrin_glucanotransferase_[EC:2.4.1.19]
K18915|feR;_ferric-chelate_reductase_[NAD(P)H]_[EC:1.16.1.10]
K01269|yhfE;_aminopeptidase_[EC:3.4.11.-]
K01545|kdpF;_potassium-transporting_ATPase_KdpF_subunit
K00686|tgl;_protein-glutamine_gamma-glutamyltransferase_[EC:2.3.2.13]
K06191|nrdH;_glutaredoxin-like_protein_NrdH
K19340|nosF;_Cu-processing_system_ATP-binding_protein
K15879|narC;_cytochrome_b-561
K15878|K15878,_narB;_rieske_iron-sulfur_protein
K25920|E2.5.1.155;_phosphoglycerol_geranylfarnesyltransferase_[EC:2.5.1.155]
K21201|CYP119;_cytochrome_P450_family_119_[EC:1.11.1.7]
K15913|pglD;_UDP-N-acetylbacillosamine_N-acetyltransferase_[EC:2.3.1.203]
K04030|eutQ;_ethanolamine_utilization_protein_EutQ
K02796|manZ;_mannose_PTS_system_EIID_component
K26993|sdpR;_ArsR_family_transcriptional_regulator,_repressor_of_sdpIR_and_other_operons
K15583|oppD;_oligopeptide_transport_system_ATP-binding_protein
K21835|adf;_secondary-alcohol_dehydrogenase_(coenzyme-F420)_[EC:1.1.98.5]
K16881|K16881;_mannose-1-phosphate_guanylyltransferase_/_phosphomannomutase_[EC:2.7.7.13_5.4.2.8]
K06993|K06993;_ribonuclease_H-related_protein
K13005|rfbV,_wbaV;_O-antigen_biosynthesis_alpha-1,3-abequosyltransferase_[EC:2.4.1.60]
K01571|oadA;_oxaloacetate_decarboxylase_(Na+_extruding)_subunit_alpha_[EC:7.2.4.2]
K01960|pycB;_pyruvate_carboxylase_subunit_B_[EC:6.4.1.1]
K12453|rfbS;_CDP-paratose_synthetase_[EC:1.1.1.342]
K12455|rfbJ;_CDP-abequose_synthase_[EC:1.1.1.341]
K20021|E4.4.1.28;_L-cysteine_desulfidase_[EC:4.4.1.28]
K21053|ade;_adenine_deaminase_[EC:3.5.4.2]
K03923|mdaB;_NADPH_dehydrogenase_(quinone)_[EC:1.6.5.10]
K10106|GGCX;_vitamin_K-dependent_gamma-carboxylase_[EC:4.1.1.90]
K08161|mdtG,_pmrA;_MFS_transporter,_DHA1_family,_multidrug_resistance_protein
K25141|drrA;_daunorubicin/doxorubicin_transport_system_ATP-binding_protein
K20499|csh;_carbon_disulfide_hydrolase_[EC:3.13.1.5]
K21681|bcs1;_ribitol-5-phosphate_2-dehydrogenase_(NADP+)_/_D-ribitol-5-phosphate_cytidylyltransferase_[EC:1.1.1.405_2.7.7.40]
K03077|araD,_ulaF,_sgaE,_sgbE;_L-ribulose-5-phosphate_4-epimerase_[EC:5.1.3.4]
K01198|xynB;_xylan_1,4-beta-xylosidase_[EC:3.2.1.37]
K01235|aguA;_alpha-glucuronidase_[EC:3.2.1.139]
K25010|GE;_(4-O-methyl)-D-glucuronate---lignin_esterase_[EC:3.1.1.117]
K00436|hoxH;_NAD-reducing_hydrogenase_large_subunit_[EC:1.12.1.2]
K03933|cpbD;_chitin-binding_protein
K01727|hysA,_hylA,_hylB;_hyaluronate_lyase_[EC:4.2.2.1]
K19174|dptG;_DNA_phosphorothioation-dependent_restriction_protein_DptG
K19175|dptH;_DNA_phosphorothioation-dependent_restriction_protein_DptH
K19173|dptF;_DNA_phosphorothioation-dependent_restriction_protein_DptF
K03409|cheX;_chemotaxis_protein_CheX
K11354|cph1;_two-component_system,_chemotaxis_family,_sensor_kinase_Cph1_[EC:2.7.13.3]
K18197|yesW;_rhamnogalacturonan_endolyase_[EC:4.2.2.23]
K00284|GLU,_gltS;_glutamate_synthase_(ferredoxin)_[EC:1.4.7.1]
K24698|mftF;_mycofactocin_glycosyltransferase
K26815|manT;_MMP_alpha-(1->4)-mannosyltransferase_[EC:2.4.1.393]
K03206|azr;_azobenzene_reductase_[EC:1.7.1.6]
K12972|ghrA;_glyoxylate/hydroxypyruvate_reductase_[EC:1.1.1.79_1.1.1.81]
K23138|CYP109;_cytochrome_P450_family_109_[EC:1.14.-.-]
K07222|K07222;_putative_flavoprotein_involved_in_K+_transport
K03750|moeA;_molybdopterin_molybdotransferase_[EC:2.10.1.1]
K24712|K24712;_D-galactose_transport_system_ATP-binding_protein_[EC:7.5.2.11]
K23686|aglE;_glycosyltransferase_AglE_[EC:2.4.1.-]
K13683|wcaE;_putative_colanic_acid_biosynthesis_glycosyltransferase_WcaE_[EC:2.4.-.-]
K05020|opuD,_betL;_glycine_betaine_transporter
K03071|secB;_preprotein_translocase_subunit_SecB
K23123|pxpB;_5-oxoprolinase_(ATP-hydrolysing)_subunit_B_[EC:3.5.2.9]
K05815|ugpE;_sn-glycerol_3-phosphate_transport_system_permease_protein
K08224|ynfM,_yybF;_MFS_transporter,_YNFM_family,_putative_membrane_transport_protein
K10718|JHAMT;_juvenile_hormone-III_synthase_[EC:2.1.1.325]
K00634|ptb;_phosphate_butyryltransferase_[EC:2.3.1.19]
K10010|tcyC,_tcyN;_L-cystine_transport_system_ATP-binding_protein_[EC:7.4.2.1]
K16850|uxaA2;_altronate_dehydratase_large_subunit_[EC:4.2.1.7]
K03736|eutC;_ethanolamine_ammonia-lyase_small_subunit_[EC:4.3.1.7]
K00880|lyxK;_L-xylulokinase_[EC:2.7.1.53]
K05527|bolA;_BolA_family_transcriptional_regulator,_general_stress-responsive_regulator
K07050|AARSD1,_ALAX;_misacylated_tRNA(Ala)_deacylase_[EC:3.1.1.-]
K13641|iclR;_IclR_family_transcriptional_regulator,_acetate_operon_repressor
K22885|K22885;_dTDP-4-amino-4,6-dideoxyglucose_formyltransferase_[EC:2.3.1.-]
K01180|E3.2.1.6;_endo-1,3(4)-beta-glucanase_[EC:3.2.1.6]
K03620|hyaC;_Ni/Fe-hydrogenase_1_B-type_cytochrome_subunit
K15509|hpsN;_sulfopropanediol_3-dehydrogenase_[EC:1.1.1.308]
K12541|lapB;_ATP-binding_cassette,_subfamily_C,_bacterial_LapB
K04062|osmB;_osmotically_inducible_lipoprotein_OsmB
K02520|infC,_MTIF3;_translation_initiation_factor_IF-3
K09811|ftsX;_cell_division_transport_system_permease_protein
K02848|waaP,_rfaP;_lipopolysaccharide_core_heptose(I)_kinase_[EC:2.7.1.235]
K12542|lapC;_membrane_fusion_protein,_adhesin_transport_system
K02887|RP-L20,_MRPL20,_rplT;_large_subunit_ribosomal_protein_L20
K11106|ttdT;_L-tartrate/succinate_antiporter
K15521|mshA;_D-inositol-3-phosphate_glycosyltransferase_[EC:2.4.1.250]
K06726|rbsD;_D-ribose_pyranase_[EC:5.4.99.62]
K18981|udh;_uronate_dehydrogenase_[EC:1.1.1.203]
K19243|azf;_NAD+_dependent_glucose-6-phosphate_dehydrogenase_[EC:1.1.1.388]
K08080|CMAH;_CMP-N-acetylneuraminate_monooxygenase_[EC:1.14.18.2]
K13381|chiA;_bifunctional_chitinase/lysozyme_[EC:3.2.1.14_3.2.1.17]
K21936|chuW;_anaerobilin_synthase_[EC:2.1.1.342]
K14709|SLC39A1_2_3,_ZIP1_2_3;_solute_carrier_family_39_(zinc_transporter),_member_1/2/3
K08987|K08987;_putative_membrane_protein
K14647|vpr;_minor_extracellular_serine_protease_Vpr_[EC:3.4.21.-]
K03300|TC.CITMHS;_citrate-Mg2+:H+_or_citrate-Ca2+:H+_symporter,_CitMHS_family
K16567|exoQ;_exopolysaccharide_production_protein_ExoQ
K25140|drrB;_daunorubicin/doxorubicin_transport_system_permease_protein
K19713|tsdA;_thiosulfate_dehydrogenase_[EC:1.8.2.2]
K08710|atzC;_N-isopropylammelide_isopropylaminohydrolase_[EC:3.5.4.42]
K02439|glpE;_thiosulfate_sulfurtransferase_[EC:2.8.1.1]
K20451|mii;_methylitaconate_Delta-isomerase_[EC:5.3.3.6]
K19746|dauA;_D-arginine_dehydrogenase_[EC:1.4.99.6]
K06410|spoVFA;_dipicolinate_synthase_subunit_A
K04335|csgB;_minor_curlin_subunit
K01857|pcaB;_3-carboxy-cis,cis-muconate_cycloisomerase_[EC:5.5.1.2]
K05811|yfiM;_putative_lipoprotein
K25574|pntC;_(2-aminoethyl)phosphonate_cytidylyltransferase_[EC:2.7.7.107]
K07145|isdG,_isdI;_heme_oxygenase_(staphylobilin-producing)_[EC:1.14.99.48]
K15586|nikC,_cntC;_nickel_transport_system_permease_protein
K01055|pcaD;_3-oxoadipate_enol-lactonase_[EC:3.1.1.24]
K12582|wecF,_rffT;_dTDP-N-acetylfucosamine:lipid_II_N-acetylfucosaminyltransferase_[EC:2.4.1.325]
K01706|gudD;_glucarate_dehydratase_[EC:4.2.1.40]
K01083|E3.1.3.8;_3-phytase_[EC:3.1.3.8]
K05341|E2.4.1.4;_amylosucrase_[EC:2.4.1.4]
K21759|bsdD;_vanillate/4-hydroxybenzoate_decarboxylase_subunit_D_[EC:4.1.1.-_4.1.1.61]
K02526|kdgT;_2-keto-3-deoxygluconate_permease
K24041|yxeI;_penicillin_V_amidase_[EC:3.5.1.11]
K10232|aglE,_ggtB;_alpha-glucoside_transport_system_substrate-binding_protein
K21065|E3.2.1.197;_beta-1,2-mannosidase_[EC:3.2.1.197]
K22349|mnxG;_manganese_oxidase_[EC:1.16.3.3]
K22699|thi4;_sulfide-dependent_adenosine_diphosphate_thiazole_synthase_[EC:2.4.2.59]
K11175|purN;_phosphoribosylglycinamide_formyltransferase_1_[EC:2.1.2.2]
K03931|ygjK;_glucosidase_[EC:3.2.1.-]
K18975|ebr,_qacEdelta1;_small_multidrug_resistance_pump
K22443|cntA;_carnitine_monooxygenase_subunit_[EC:1.14.13.239]
K03194|virB1;_type_IV_secretion_system_protein_VirB1
K01568|PDC,_pdc;_pyruvate_decarboxylase_[EC:4.1.1.1]
K16876|hmfD;_2-furoate---CoA_ligase_[EC:6.2.1.31]
K02621|parC;_topoisomerase_IV_subunit_A_[EC:5.6.2.2]
K20344|blpA,_lagD;_ATP-binding_cassette,_subfamily_C,_bacteriocin_exporter
K06381|spoIID;_stage_II_sporulation_protein_D_(peptidoglycan_lytic_transglycosylase)_[EC:4.2.2.29]
K21919|KCTD9;_BTB/POZ_domain-containing_protein_KCTD9
K11747|kefB;_glutathione-regulated_potassium-efflux_system_protein_KefB
K15984|rsmJ;_16S_rRNA_(guanine1516-N2)-methyltransferase_[EC:2.1.1.242]
K11748|kefG;_glutathione-regulated_potassium-efflux_system_ancillary_protein_KefG
K18159|NDUFAF1,_CIA30;_NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_assembly_factor_1
K15587|nikD,_cntD;_nickel_transport_system_ATP-binding_protein_[EC:7.2.2.11]
K01233|csn;_chitosanase_[EC:3.2.1.132]
K10824|nikE,_cntF;_nickel_transport_system_ATP-binding_protein_[EC:7.2.2.11]
K15585|nikB,_cntB;_nickel_transport_system_permease_protein
K15584|nikA,_cntA;_nickel_transport_system_substrate-binding_protein
K07225|hmuS;_putative_hemin_transport_protein
K20038|cutC;_choline_trimethylamine-lyase_[EC:4.3.99.4]
K19589|N6AMT1;_release_factor_glutamine_methyltransferase_[EC:2.1.1.297]
K20037|cutD;_choline_trimethylamine-lyase_activating_enzyme_[EC:1.97.1.-]
K20922|vpsI;_polysaccharide_biosynthesis_protein_VpsI
K12942|abgT;_aminobenzoyl-glutamate_transport_protein
K16877|hmfA;_2-furoyl-CoA_dehydrogenase_large_subunit_[EC:1.3.99.8]
K19577|ydhP;_MFS_transporter,_DHA1_family,_inner_membrane_transport_protein
K24085|estD;_esterase_[EC:3.1.1.1]
K25587|E3.4.17.25;_glutathione-S-conjugate_glycine_hydrolase_[EC:3.4.17.25]
K06896|mapP;_maltose_6'-phosphate_phosphatase_[EC:3.1.3.90]
K13727|pdc;_phenolic_acid_decarboxylase_[EC:4.1.1.-]
K24120|ahpE;_mycoredoxin-dependent_peroxiredoxin_[EC:1.11.1.29]
K02081|agaR;_DeoR_family_transcriptional_regulator,_aga_operon_transcriptional_repressor
K21739|rclA;_probable_pyridine_nucleotide-disulfide_oxidoreductase
K02413|fliJ;_flagellar_protein_FliJ
K11031|slo;_thiol-activated_cytolysin
K12511|tadC;_tight_adherence_protein_C
K02770|fruA;_fructose_PTS_system_EIIBC_or_EIIC_component_[EC:2.7.1.202]
K06190|ispZ;_intracellular_septation_protein
K03716|splB;_spore_photoproduct_lyase_[EC:4.1.99.14]
K01559|oiaT;_3-oxoisoapionate-4-phosphate_transcarboxylase/hydrolase_[EC:3.7.1.28]
K23247|oiaK;_3-oxoisoapionate_kinase_[EC:2.7.1.231]
K14392|panF;_sodium/pantothenate_symporter
K11065|tpx;_thioredoxin-dependent_peroxiredoxin_[EC:1.11.1.24]
K05782|benE;_benzoate_membrane_transport_protein
K03557|fis;_Fis_family_transcriptional_regulator,_factor_for_inversion_stimulation_protein
K11897|impF;_type_VI_secretion_system_protein_ImpF
K03646|tolA;_colicin_import_membrane_protein
K01839|deoB;_phosphopentomutase_[EC:5.4.2.7]
K24843|ubiT;_O2-independent_ubiquinone_biosynthesis_accessory_factor_UbiT
K06195|apaG;_ApaG_protein
K12284|mshN;_MSHA_biogenesis_protein_MshN
K03075|secG;_preprotein_translocase_subunit_SecG
K07724|ner,_nlp,_sfsB;_Ner_family_transcriptional_regulator
K18829|mvpT,_vapB;_antitoxin_VapB
K09772|sepF;_cell_division_inhibitor_SepF
K11616|maeN;_malate:Na+_symporter
K18383|ferB;_feruloyl-CoA_hydratase/lyase_[EC:4.1.2.61]
K02598|nirC;_nitrite_transporter
K19765|HSBP1;_heat_shock_factor-binding_protein_1
K00090|ghrB;_glyoxylate/hydroxypyruvate/2-ketogluconate_reductase_[EC:1.1.1.79_1.1.1.81_1.1.1.215]
K23245|apnO;_D-apionate_oxidoisomerase_[EC:1.1.1.421]
K08166|mmr;_MFS_transporter,_DHA2_family,_methylenomycin_A_resistance_protein
K03207|gmm,_nudD,_wcaH;_GDP-mannose_mannosyl_hydrolase_[EC:3.6.1.-]
K01186|NEU1;_sialidase-1_[EC:3.2.1.18]
K18954|pobR;_AraC_family_transcriptional_regulator,_transcriptional_activator_of_pobA
K04023|eutH;_ethanolamine_transporter
K08364|merP;_periplasmic_mercuric_ion_binding_protein
K13653|K13653;_AraC_family_transcriptional_regulator
K20628|exlX;_expansin
