knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K19674	459.20	full	all	0.998464	669	656	4985	2028	2.78	0.590	WD repeat-containing protein 35
K19675	20.70	full	all	0.994932	616	589	1413	312	6.34	0.590	intraflagellar transport protein 43
K19676	293.97	full	all	1.000000	673	664	4878	1852	2.82	0.590	intraflagellar transport protein 172
K19677	133.77	full	all	0.999169	624	605	2314	750	4.01	0.590	intraflagellar transport protein 81
K19678	342.57	full	all	0.997621	659	629	3230	919	2.28	0.590	intraflagellar transport protein 80
K19679	153.93	full	all	0.998316	620	598	2758	908	5.08	0.590	intraflagellar transport protein 74
K19680	132.97	full	all	0.995370	650	646	4522	928	5.17	0.590	TRAF3-interacting protein 1
K19681	110.80	full	all	1.000000	686	628	1664	531	3.16	0.590	intraflagellar transport protein 52
K19682	67.43	full	all	1.000000	677	634	2546	605	5.08	0.590	intraflagellar transport protein 46
K19683	206.10	full	all	1.000000	846	816	2908	707	1.35	0.590	tetratricopeptide repeat protein 30
K19684	147.73	full	all	1.000000	685	663	2677	483	3.23	0.590	clusterin-associated protein 1
K19685	363.37	full	all	0.999197	701	624	2087	630	1.81	0.591	intraflagellar transport protein 56
K19686	63.00	full	all	0.967738	925	702	425	164	10.52	0.590	ribonuclease VapC [EC:3.1.-.-]
K19687	27.90	domain	all	0.959540	749	533	616	188	9.84	0.590	antitoxin VapB
K19688	128.30	full	all	1.000000	295	113	142	127	1.02	0.590	biofilm regulator BssR
K19689	67.53	domain	all	0.999647	3267	2835	1680	474	9.10	0.590	aminopeptidase [EC:3.4.11.-]
K19690	1804.13	full	all	1.000000	11	11	3017	2436	1.30	0.590	osomolarity two-component system, sensor histidine kinase CHK1 [EC:2.7.13.3]
K19691	690.70	domain	all	0.877327	212	209	4216	1168	3.45	0.590	osomolarity two-component system, sensor histidine kinase NIK1 [EC:2.7.13.3]
K19692	715.93	domain	all	0.981467	57	56	1791	753	1.37	0.590	osomolarity two-component system, sensor histidine kinase TcsA [EC:2.7.13.3]
K19693	256.97	domain	all	1.000000	153	140	2040	1083	7.06	0.590	AraC family transcriptional regulator, chitin signaling transcriptional activator
K19694	497.10	domain	all	0.891663	532	498	3613	1035	10.96	0.590	two-component system, sensor histidine kinase ChiS
K19695	357.40	domain	trim	0.830446	530	159	444	207	1.30	0.591	neurocalcin delta
K19696	341.73	domain	trim	0.760732	829	738	678	314	2.69	0.590	5'-methylthioinosine phosphorylase [EC:2.4.2.44]
K19697	645.10	full	all	0.913978	163	101	456	400	1.00	0.591	propionate kinase [EC:2.7.2.15]
K19698	-	-	-	-	1	1	377	377	0.39	0.593	TDP-megosamine glycosyltransferase auxiliary protein
K19699	-	-	-	-	1	1	456	456	0.39	0.585	sulfoacetaldehyde dehydrogenase [EC:1.2.1.73]
K19700	995.03	full	all	1.000000	6	4	477	474	0.43	0.594	3-succinoylsemialdehyde-pyridine dehydrogenase [EC:1.2.1.83]
K19701	228.47	full	trim	0.700382	547	501	2760	542	11.78	0.590	aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]
K19702	277.57	domain	trim	0.959194	277	266	1356	519	3.85	0.590	aminopeptidase S [EC:3.4.11.24]
K19703	332.37	full	all	0.913149	865	828	2188	469	3.86	0.590	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase [EC:1.14.18.6]
K19704	273.73	full	trim	0.738836	288	279	1655	505	4.34	0.590	protein phosphatase PTC1 [EC:3.1.3.16]
K19705	420.47	full	all	1.000000	38	37	749	366	0.86	0.592	protein phosphatase PTC4 [EC:3.1.3.16]
K19706	327.70	full	all	0.908690	450	413	1108	368	2.44	0.590	dihydroceramide fatty acyl 2-hydroxylase [EC:1.14.18.7]
K19707	152.53	full	trim	0.992880	840	775	519	266	2.60	0.590	sigma-B regulation protein RsbQ
K19708	255.03	full	all	0.996700	155	153	2683	616	2.15	0.590	protein phosphatase PTC6 [EC:3.1.3.16 3.1.3.43]
K19709	809.70	full	all	0.994350	164	91	576	531	0.63	0.590	acetate CoA-transferase [EC:2.8.3.8]
K19710	135.70	full	all	0.949999	2155	1889	1444	261	7.51	0.590	ATP adenylyltransferase [EC:2.7.7.53]
K19711	562.37	full	all	1.000000	49	35	303	294	0.51	0.588	L-serine 3-dehydrogenase (NAD+) [EC:1.1.1.387]
K19712	86.80	full	all	0.994126	375	339	705	241	4.73	0.590	adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]
K19713	93.67	domain	trim	0.971200	1062	857	1777	387	5.48	0.590	thiosulfate dehydrogenase [EC:1.8.2.2]
K19714	374.40	full	all	1.000000	214	199	658	359	0.83	0.591	3-deoxy-alpha-D-manno-octulosonate 8-oxidase [EC:1.1.3.48]
K19715	353.87	domain	all	0.990050	210	199	476	397	1.41	0.590	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase [EC:2.6.1.109]
K19716	206.47	full	all	0.985569	580	562	2625	629	3.97	0.590	ancient ubiquitous protein 1
K19717	56.43	full	all	1.000000	123	119	681	323	3.43	0.590	autophagy-related protein 33
K19718	267.67	full	all	0.972174	34	34	1071	488	2.33	0.590	UBP3-associated protein BRE5
K19719	1725.90	domain	all	0.787698	721	692	9256	2545	5.72	0.590	collagen type II alpha
K19720	336.97	domain	trim	0.756291	420	405	8033	1059	16.69	0.590	collagen type III alpha
K19721	1171.80	domain	all	0.872410	3648	3617	29093	2165	5.45	0.590	collagen type V/XI/XXIV/XXVII, alpha
K19722	329.47	domain	all	1.000000	148	145	1214	404	0.77	0.593	receptor for advanced glycosylation end products
K19723	-	-	-	-	1	1	273	273	0.39	0.585	Nomega-hydroxy-L-arginine amidinohydrolase [EC:3.5.3.25]
K19724	-	-	-	-	1	1	287	287	0.39	0.594	O-ureido-serine racemase [EC:5.1.1.19]
K19725	-	-	-	-	1	1	324	324	0.39	0.590	O-ureido-L-serine/cysteine synthase [EC:2.6.99.3 2.5.1.47]
K19726	-	-	-	-	1	1	374	374	0.38	0.588	serine/homoserine O-acetyltransferase [EC:2.3.1.30 2.3.1.31]
K19727	-	-	-	-	1	1	299	299	0.39	0.592	O-ureido-D-serine cyclo-ligase [EC:6.3.3.5]
K19728	1079.97	full	all	0.980585	400	394	3297	1114	2.74	0.590	protein unc-13 D
K19729	566.10	full	trim	0.912280	451	400	931	369	1.33	0.590	guanine nucleotide-binding protein G(t) subunit alpha 3
K19730	56.20	full	all	1.000000	990	742	2054	297	6.75	0.590	autophagy-related protein 101
K19731	186.87	full	trim	0.854633	99	55	412	245	3.23	0.590	LuxR family transcriptional regulator, quorum-sensing system regulator CciR
K19732	195.43	full	all	0.958750	186	169	509	239	3.57	0.590	LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids
K19733	180.67	full	all	0.977778	32	22	286	246	1.08	0.591	LuxR family transcriptional regulator, quorum-sensing system regulator SinR
K19734	164.87	full	all	0.982501	347	262	442	235	3.63	0.590	LuxR family transcriptional regulator, quorum-sensing system regulator ExpR
K19735	718.23	full	all	1.000000	22	5	332	332	0.42	0.585	LysR family transcriptional regulator, quorum-sensing system regulator MvfR
K19736	171.33	full	all	0.695082	908	822	1045	271	14.40	0.590	TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
K19737	351.43	full	all	0.997275	563	553	3822	857	4.50	0.590	type II protein arginine methyltransferase [EC:2.1.1.320]
K19738	523.57	full	all	0.987306	420	399	976	657	1.20	0.589	calcium homeostasis modulator protein 1
K19739	311.43	full	all	0.995185	369	313	598	320	1.45	0.591	calcium homeostasis modulator protein 2
K19740	479.07	domain	all	0.973651	388	371	928	390	1.06	0.589	calcium homeostasis modulator protein 3
K19741	-	-	-	-	1	1	265	265	0.37	0.594	Nomega-hydroxy-L-arginine synthase [EC:1.14.-.-]
K19742	267.27	full	all	0.992593	71	70	372	314	1.09	0.589	1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.49]
K19743	303.17	full	all	1.000000	313	258	650	348	1.62	0.590	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]
K19744	370.87	full	all	1.000000	182	168	376	317	0.88	0.589	L-arginine dehydrogenase [EC:1.4.1.25]
K19745	223.97	full	all	0.998915	3279	2762	1374	464	2.00	0.590	acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
K19746	199.23	full	all	0.999348	805	767	943	471	2.78	0.590	D-arginine dehydrogenase [EC:1.4.99.6]
K19747	515.90	full	all	1.000000	195	185	1004	443	0.70	0.589	BAHD acyltransferase [EC:2.3.1.-]
K19748	87.47	full	all	0.997101	524	516	1865	500	4.72	0.590	RAB6-interacting golgin
K19749	1060.37	full	all	1.000000	361	359	5162	1949	2.05	0.590	retinoic acid-induced protein 1
K19750	129.90	domain	trim	0.989060	649	647	8822	707	4.20	0.590	dynein axonemal assembly factor 1
K19751	191.50	full	trim	0.992275	590	585	6261	758	5.16	0.590	dynein axonemal assembly factor 2
K19752	166.10	domain	all	0.997183	540	533	3722	641	4.03	0.590	dynein axonemal assembly factor 3
K19753	230.43	full	all	0.993135	659	651	3014	728	3.09	0.590	dynein axonemal assembly factor 11
K19754	332.33	full	all	0.926653	641	635	4269	951	5.61	0.590	dynein regulatry complex protein 1
K19755	142.30	domain	all	0.983680	689	678	2700	366	2.99	0.590	radial spoke head protein 1
K19756	119.20	full	all	0.987669	853	841	3547	653	3.67	0.590	radial spoke head protein 4/6
K19757	101.50	domain	all	0.998366	650	610	1462	347	3.76	0.590	radial spoke head protein 9
K19758	118.07	domain	all	0.998378	630	618	3797	631	5.14	0.590	dynein axonemal assembly factor 4
K19759	273.60	full	all	1.000000	622	615	4476	927	3.92	0.590	dynein axonemal assembly factor 5
K19760	310.27	domain	all	0.997371	596	571	2232	578	2.00	0.590	dynein assembly factor with WDR repeat domains 1
K19761	46.10	full	all	0.995993	1198	1123	1453	276	6.24	0.590	gamma-glutamylaminecyclotransferase [EC:2.3.2.-]
K19762	1470.60	full	all	1.000000	3	3	701	675	0.42	0.593	ATP-binding cassette, subfamily B, HAIF transporter
K19763	1006.33	full	all	1.000000	3	3	718	435	0.40	0.590	dual specificity mitogen-activated protein kinase kinase JKK-1 [EC:2.7.12.2]
K19764	-	-	-	-	1	1	116	116	0.36	0.586	insulin-like neuropeptide
K19765	27.70	domain	trim	0.994209	1496	1122	1554	190	18.49	0.590	heat shock factor-binding protein 1
K19766	213.43	domain	trim	0.719048	11	9	236	153	1.13	0.589	heat shock protein Hsp-16.1/Hsp-16.11
K19767	252.77	domain	trim	0.904762	13	11	198	143	0.65	0.591	heat shock protein Hsp-16.48/Hsp-16.49
K19768	235.10	full	all	1.000000	3	3	148	110	0.40	0.590	heat shock protein 12.6
K19769	325.17	full	all	1.000000	3	3	163	159	0.44	0.593	stress-induced protein 1
K19770	22.73	full	trim	0.991278	734	571	793	182	5.45	0.590	ribonuclease kappa [EC:3.1.-.-]
K19771	440.57	domain	all	0.666859	4	4	506	410	0.59	0.591	lipase
K19772	349.40	full	all	1.000000	4	4	286	254	0.53	0.590	triacylglycerol lipase
K19773	973.23	full	all	1.000000	3	3	523	490	0.44	0.587	nuclear hormone receptor family member NHR-80
K19774	151.97	full	all	0.963156	175	171	3380	965	3.69	0.590	homeobox domain-containing protein
K19775	285.03	full	all	0.908121	541	310	466	260	2.47	0.590	GntR family transcriptional regulator, hexuronate regulon transcriptional repressor
K19776	224.40	full	all	0.962522	546	331	583	275	3.20	0.590	GntR family transcriptional regulator, galactonate operon transcriptional repressor
K19777	58.27	full	trim	0.944516	373	220	356	184	6.59	0.590	acid stress chaperone HdeA
K19778	50.30	full	all	0.978533	427	190	335	131	3.60	0.590	acid stress chaperone HdeB
K19779	45.77	full	all	1.000000	34	13	174	124	1.50	0.589	endodeoxyribonuclease RalR [EC:3.1.-.-]
K19780	73.57	full	all	1.000000	57	24	112	63	1.47	0.888	antisense regulator of RalR protein
K19781	420.03	full	all	1.000000	37	37	1268	699	1.99	0.590	ATP-dependent DNA helicase HMI1, mitochondrial [EC:5.6.2.4]
K19782	415.43	full	trim	0.986667	40	33	1585	987	2.30	0.590	exoribonuclease II, mitochondrial [EC:3.1.13.1]
K19783	754.07	domain	all	0.898959	178	175	4218	916	2.67	0.590	DNA polymerase alpha-associated DNA helicase A [EC:5.6.2.3]
K19784	110.80	full	all	0.884922	4362	3757	1786	312	11.07	0.590	chromate reductase, NAD(P)H dehydrogenase (quinone)
K19785	157.10	full	all	0.989471	141	141	1633	790	2.84	0.590	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]
K19786	125.60	full	trim	0.987551	118	114	1517	485	4.57	0.590	inositol-pentakisphosphate 2-kinase [EC:2.7.1.158]
K19787	286.23	full	all	0.989677	1049	980	3689	533	4.42	0.590	carnosine N-methyltransferase [EC:2.1.1.22]
K19788	562.33	full	trim	0.926603	1433	1229	3561	732	3.89	0.590	obg-like ATPase 1
K19789	348.27	full	all	0.934018	1108	904	2533	659	6.60	0.590	DNA repair protein RadD
K19790	456.17	full	all	0.980014	134	127	1173	491	1.41	0.591	protein phosphatase 1N [EC:3.1.3.16]
K19791	487.40	domain	all	0.952428	619	605	4929	890	4.81	0.590	iron transport multicopper oxidase
K19792	463.63	full	all	1.000000	46	46	933	527	1.37	0.590	low-affinity ferrous iron transport protein
K19793	439.00	full	all	0.977778	103	94	454	383	1.12	0.589	(5-formylfuran-3-yl)methyl phosphate transaminase [EC:2.6.1.108]
K19794	611.47	full	all	0.982456	60	58	456	369	0.75	0.592	barbiturase [EC:3.5.2.1]
K19795	770.57	full	all	0.969697	19	18	549	491	0.59	0.587	ureidomalonase [EC:3.5.1.95]
K19796	332.67	full	all	1.000000	116	75	255	246	0.57	0.592	Straboviridae dCMP hydroxymethylase [EC:2.1.2.8]
K19797	204.80	full	all	1.000000	191	137	373	235	1.28	0.589	Straboviridae T-even-induced deoxynucleotide kinase [EC:2.7.4.12]
K19798	1882.43	full	all	1.000000	3	3	899	893	0.43	0.587	transcriptional activator/repressor GIS1
K19799	1063.93	full	all	0.969697	18	18	1410	835	0.89	0.589	DNA damage-responsive transcriptional repressor / [histone H3]-trimethyl-L-lysine36 demethylase [EC:1.14.11.69]
K19800	789.43	domain	all	0.942885	177	176	3894	954	2.84	0.590	serine/threonine protein kinase SCH9 [EC:2.7.11.1]
K19801	370.07	domain	all	0.976342	1223	1185	11573	1377	5.98	0.590	phosphatidylinositol 4-kinase B [EC:2.7.1.67]
K19802	293.20	full	all	0.916040	3408	3043	2092	536	8.61	0.590	L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase [EC:5.1.1.20 5.1.1.25]
K19803	185.53	full	all	1.000000	572	369	350	234	1.20	0.590	Kdo2-lipid A phosphotransferase [EC:2.7.4.29]
K19804	113.67	domain	all	0.971840	2016	1563	1214	474	8.21	0.590	lipopolysaccharide assembly protein B
K19805	68.10	full	trim	0.983598	103	90	352	164	2.14	0.590	insulin-like peptide 7
K19806	358.37	domain	trim	0.991825	185	179	5331	759	3.35	0.590	tyrosine-protein phosphatase 2/3 [EC:3.1.3.48]
K19807	463.90	domain	all	0.722222	5	5	644	511	0.91	0.590	transcription factor SMP1
K19808	181.10	full	all	1.000000	12	12	291	173	0.86	0.591	arginine metabolism regulation protein I
K19809	400.30	full	all	1.000000	12	11	323	294	0.69	0.589	2-methyl-1-pyrroline reductase [EC:1.5.1.48]
K19810	359.70	full	all	0.988443	1430	1122	639	338	2.23	0.590	L-lysine 2,3-aminomutase [EC:5.4.3.-]
K19811	410.57	full	all	1.000000	7	7	257	249	0.55	0.592	3alpha-hydroxysteroid 3-dehydrogenase [EC:1.1.1.357]
K19812	-	-	-	-	2	2	209	209	0.41	0.590	dual-specificity protein phosphatase SDP1 [EC:3.1.3.48]
K19813	685.30	full	trim	0.769821	477	414	1221	584	2.27	0.590	glucose dehydrogenase [EC:1.1.5.9]
K19814	591.80	full	all	0.938725	89	80	596	420	1.18	0.589	glutamate 2,3-aminomutase [EC:5.4.3.9]
K19815	176.50	full	all	1.000000	27	27	1658	652	3.02	0.590	high-osmolarity-induced transcription protein 1
K19816	81.97	domain	all	0.962963	14	14	1818	739	2.49	0.590	transcription activator MSS11
K19817	590.33	full	all	1.000000	96	90	451	407	0.69	0.589	coenzyme F420H2 oxidase [EC:1.5.3.22]
K19818	347.77	full	all	0.800000	12	9	319	284	1.17	0.591	nicotine dehydrogenase subunit A [EC:1.5.99.4]
K19819	275.87	domain	all	0.722222	11	10	187	166	0.63	0.590	nicotine dehydrogenase subunit B [EC:1.5.99.4]
K19820	1272.17	full	all	0.933333	10	10	837	794	0.68	0.591	nicotine dehydrogenase subunit C [EC:1.5.99.4]
K19821	604.80	domain	trim	0.960102	266	257	756	411	1.45	0.589	plasminogen activator inhibitor 2
K19822	124.60	domain	all	0.968400	316	310	2006	436	4.29	0.590	V-set and immunoglobulin domain-containing protein 4
K19823	395.97	full	all	1.000000	79	78	877	432	1.41	0.591	nitroalkane oxidase [EC:1.7.3.1]
K19824	91.60	full	all	1.000000	135	114	245	139	1.88	0.591	rubrerythrin
K19825	407.90	domain	trim	0.859648	728	697	1123	410	1.25	0.591	2-alkenal reductase (NADP+) [EC:1.3.1.102]
K19826	454.50	full	all	1.000000	9	8	477	429	0.82	0.592	(S)-6-hydroxynicotine oxidase [EC:1.5.3.5]
K19827	8643.40	full	all	0.906816	415	415	35975	7441	2.80	0.590	microtuble-actin crosslinking factor 1
K19828	264.00	full	all	0.836969	1340	1289	6607	786	7.25	0.590	mitochondrial GTPase 1
K19829	160.17	domain	trim	0.987234	121	113	1609	661	3.43	0.590	genetic interactor of prohibitins 3, mitochondrial
K19830	738.60	full	all	1.000000	21	21	806	495	0.61	0.590	casein kinase I homolog 3 [EC:2.7.11.1]
K19831	221.13	full	trim	0.296123	88	79	258	125	1.18	0.591	interferon induced transmembrane protein 1
K19832	249.23	domain	all	0.996514	576	573	2990	764	3.31	0.590	nitric oxide-associated protein 1
K19833	696.20	full	all	0.909606	190	188	3703	1010	4.09	0.590	serine/threonine-protein kinase CLA4 [EC:2.7.11.1]
K19834	-	-	-	-	1	1	311	311	0.38	0.592	terpentetriene synthase [EC:4.2.3.36]
K19835	-	-	-	-	1	1	499	499	0.38	0.587	terpentedienyl-diphosphate synthase [EC:5.5.1.15]
K19836	355.17	full	all	1.000000	35	35	249	213	0.56	0.592	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
K19837	663.87	full	all	0.788530	257	246	774	461	1.57	0.589	1-carboxybiuret hydrolase [EC:3.5.1.131]
K19838	242.63	full	all	1.000000	181	176	2410	718	3.72	0.590	GTPase-activating protein SST2
K19839	420.87	full	all	0.984187	163	162	5064	1200	4.64	0.590	Rho-type GTPase-activating protein 1/2
K19840	621.10	full	all	0.932222	39	39	2485	1030	2.86	0.590	Rho-type GTPase-activating protein
K19841	101.13	domain	all	0.996885	165	160	2648	657	5.00	0.590	protein STE50
K19842	289.70	domain	all	0.995642	232	229	6150	1227	3.90	0.590	RHO1 GDP-GTP exchange protein 1/2
K19843	828.47	full	all	1.000000	33	33	2421	1305	1.73	0.590	Rho1 guanine nucleotide exchange factor TUS1
K19844	824.83	full	all	0.976366	62	62	5036	2008	3.77	0.590	GTPase-activating protein BEM2
K19845	241.63	full	all	0.982031	174	173	4464	829	4.99	0.590	GTPase-activating protein SAC7
K19846	349.57	full	all	0.992248	68	67	6314	1240	3.89	0.590	protein SPA2
K19847	-	-	-	-	2	2	508	508	0.44	0.590	MPK-like protein 1
K19848	408.13	full	all	0.904762	12	12	3202	1906	3.03	0.590	signaling mucin HKR1
K19849	310.40	full	all	1.000000	22	22	2204	1067	3.13	0.590	signaling mucin MSB2
K19850	103.43	full	all	0.988929	140	134	1925	448	5.54	0.590	protein OPY2
K19851	-	-	-	-	2	2	1909	1814	0.53	0.586	flocculation protein FLO11
K19852	468.43	domain	all	0.974309	179	178	4660	1033	2.76	0.590	serine/threonine protein kinase KIN1/2 [EC:2.7.11.1]
K19853	-	-	-	-	2	2	130	130	0.40	0.593	TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase [EC:5.3.2.4]
K19854	-	-	-	-	2	2	408	408	0.48	0.587	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose transaminase [EC:2.6.1.89]
K19855	386.23	full	all	0.722222	7	7	234	198	0.61	0.589	dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase [EC:5.1.3.27]
K19856	410.27	full	all	0.886364	17	16	302	257	0.86	0.590	3-O-methyltransferase [EC:2.1.1.-]
K19857	-	-	-	-	1	1	343	343	0.39	0.589	dTDP-4-keto-6-deoxy-L-hexose 4-reductase
K19858	-	-	-	-	1	1	204	204	0.37	0.593	dTDP-4-oxo-2,6-dideoxy-D-glucose 3,5-epimerase [EC:5.1.3.-]
K19859	-	-	-	-	1	1	333	333	0.39	0.586	dTDP-4-keto-6-deoxyhexose reductase
K19860	456.87	domain	trim	0.820981	119	117	1125	483	1.76	0.591	guanine nucleotide-binding protein alpha-1 subunit
K19861	433.87	full	all	0.912159	583	552	1879	528	1.82	0.590	benzyl alcohol O-benzoyltransferase [EC:2.3.1.196 2.3.1.232]
K19862	547.37	full	all	0.893432	706	554	2005	455	1.91	0.589	NCK adaptor protein 2
K19863	632.80	full	all	0.767019	631	608	2129	534	2.23	0.590	islet cell auto antigen 1
K19864	699.87	full	all	0.948758	289	278	1265	563	1.33	0.591	islet cell autoantigen 1-like protein
K19865	1632.00	full	all	1.000000	241	241	5492	4032	1.04	0.590	fibrocystin
K19866	686.80	domain	all	0.962156	374	330	1780	501	0.96	0.589	EGF-containing fibulin-like extracellular matrix protein 2
K19867	235.33	domain	all	0.957778	1660	1623	12966	585	5.05	0.590	PDZ and LIM domain protein 5/6/7
K19868	470.07	full	all	0.950208	487	481	4010	763	4.39	0.590	thioredoxin domain-containing protein 3
