K00844	HKhexokinase[EC2.7.1.1]
K18342	OTUD6OTUdomain-containingprotein6[EC3.4.19.12]
K18343	OTULINubiquitinthioesteraseotulin[EC3.4.19.12]
K01309	MINDY12ubiquitincarboxyl-terminalhydrolaseMINDY-1/2[EC3.4.19.12]
K22647	MINDY34ubiquitincarboxyl-terminalhydrolaseMINDY-3/4[EC3.4.19.12]
K24173	MPNDMPNdomain-containingprotein
K24134	ZUP1ZUFSPzincfinger-containingubiquitinpeptidase1[EC3.4.19.12]
K20799	FAM175BABRO1BRISCcomplexsubunitAbro1
K16287	ULP1CDubiquitin-like-specificprotease1C/D[EC3.4.22.68]
K12175	GPS1COPS1CSN1COP9signalosomecomplexsubunit1
K12176	COPS2CSN2TRIP15COP9signalosomecomplexsubunit2
K12177	COPS3CSN3COP9signalosomecomplexsubunit3
K12178	COPS4CSN4COP9signalosomecomplexsubunit4
K12179	COPS6CSN6COP9signalosomecomplexsubunit6
K12180	COPS7CSN7COP9signalosomecomplexsubunit7
K12181	COPS8CSN8COP9signalosomecomplexsubunit8
K24365	CSN9COP9signalosomecomplexsubunit9
K24366	RRI2CSN10COP9signalosomecomplexsubunit10
K24367	PCI8CSN11COP9signalosomecomplexsubunit11
K24364	CSN12COP9signalosomecomplexsubunit12
K24368	CSI1COP9signalosome-interactor1
K06692	PSMD526Sproteasomenon-ATPaseregulatorysubunit5
K06694	PSMD1026Sproteasomenon-ATPaseregulatorysubunit10
K11875	PSMG1DSCR2PAC1proteasomeassemblychaperone1
K11876	PSMG2PAC2proteasomeassemblychaperone2
K11877	PSMG3PAC3proteasomeassemblychaperone3
K11878	PSMG4PAC4proteasomeassemblychaperone4
K11879	PBA1POC1proteasomechaperone1
K11880	ADD66PBA2POC2proteasomechaperone2
K11881	IRC25POC3proteasomechaperone3
K11882	POC4proteasomechaperone4
K22254	UBQLNLubiquilin-likeprotein
K11885	DDI1DNAdamage-inducibleprotein1
K11886	ECM29proteasomecomponentECM29
K11887	PAAF1RPN14proteasomalATPase-associatedfactor1
K03034	RPN4proteinRPN4
K06695	PSMC3IP26SproteasomeregulatorysubunitATPase3interactingprotein
K11888	CUT8STS1proteinCut8
K13571	pafAproteasomeaccessoryfactorA[EC6.3.1.19]
K13572	pafBproteasomeaccessoryfactorB
K13573	pafCproteasomeaccessoryfactorC
K24033	pafBCproteasomeaccessoryfactorBC
K20814	dopPupamidohydrolase[EC3.5.1.119]
K10732	GINS1PSF1GINScomplexsubunit1
K10733	GINS2PSF2GINScomplexsubunit2
K10734	GINS3GINScomplexsubunit3
K10735	GINS4SLD5GINScomplexsubunit4
K03507	DPB11DNAreplicationregulatorDPB11
K10729	SLD2DNAreplicationregulatorSLD2
K10730	RECQL4ATP-dependentDNAhelicaseQ4[EC5.6.2.4]
K10731	SLD3DNAreplicationregulatorSLD3
K10737	MCM8DNAhelicaseMCM8[EC5.6.2.4]
K10738	MCM9DNAhelicaseMCM9[EC5.6.2.4]
K10736	MCM10minichromosomemaintenanceprotein10
K15254	HELBDNAhelicaseB[EC5.6.2.3]
K24274	FAM111AproteinFAM111A
K19783	HCS1DNApolymerasealpha-associatedDNAhelicaseA[EC5.6.2.3]
K25861	ZRANB3DNAannealinghelicaseandendonucleaseZRANB3[EC5.6.2.-3.1.-.-]
K26118	ATAD5ATPasefamilyAAAdomain-containingprotein5
K10749	GMNNgeminin
K26119	MCIDASmulticilin
K21777	CCNBG2/mitotic-specificcyclin-Bother
K11109	POT1protectionoftelomeresprotein1
K11110	TERF1TRF1telomericrepeat-bindingfactor1
K11111	TERF2TRF2telomericrepeat-bindingfactor2
K11112	TINF2TIN2TERF1-interactingnuclearfactor2
K11113	TERF2IPRAP1telomericrepeat-bindingfactor2-interactingprotein1
K11114	ACDTPP1adrenocorticaldysplasiaprotein
K25749	TERB1telomererepeats-bindingbouquetformationprotein1
K25750	TERB2telomererepeats-bindingbouquetformationprotein2
K25751	MAJINmembrane-anchoredjunctionprotein
K23311	CTC1CSTcomplexsubunitCTC1
K23312	STN1CSTcomplexsubunitSTN1
K23313	TEN1CSTcomplexsubunitTEN1
K11115	CDC13celldivisioncontrolprotein13
K11117	STN1proteinSTN1
K11116	TEN1telomerelengthregulationprotein
K11118	RIF1RAP1-interactingfactor1
K11119	RIF2RAP1-interactingfactor2
K11120	SIR1regulatoryproteinSIR1
K11122	SIR3regulatoryproteinSIR3
K11123	SIR4regulatoryproteinSIR4
K11127	TEP1telomeraseproteincomponent1
K11132	EST1telomereelongationprotein[EC2.7.7.-]
K11133	EST3telomerereplicationprotein
K11134	ELG1telomerelengthregulationprotein
K10900	WRNRECQL2wernersyndromeATP-dependenthelicase[EC5.6.2.4]
K10799	TNKStankyrase[EC2.4.2.30]
K11136	RTEL1regulatoroftelomereelongationhelicase1[EC5.6.2.3]
K01149	TRIRtelomeraseRNAcomponentinteractingRNase[EC3.1.13.-]
K15255	PIF1ATP-dependentDNAhelicasePIF1[EC5.6.2.3]
K21800	PURGpurine-richelement-bindingproteingamma
K23314	WRAP53TCAB1telomeraseCajalbodyprotein1
K25186	RTF2replicationterminationfactor2
K22485	TBF1proteinTBF1
K03163	TOP1DNAtopoisomeraseI[EC5.6.2.1]
K05787	hupADNA-bindingproteinHU-alpha
K03530	hupBDNA-bindingproteinHU-beta
K04764	ihfAhimAintegrationhostfactorsubunitalpha
K05788	ihfBhimDintegrationhostfactorsubunitbeta
K02315	dnaCDNAreplicationproteinDnaC
K03346	dnaBreplicationinitiationandmembraneattachmentprotein
K11144	dnaIprimosomalproteinDnaI
K18996	repCreplicationinitiationproteinRepC
K10725	cdc6Aarchaealcelldivisioncontrolprotein6
K09723	ginSDNAreplicationfactorGINS
K23786	exoA5'-3'exonuclease[EC3.1.11.-]
K10748	tustauDNAreplicationterminussite-bindingprotein
K03645	seqAnegativemodulatorofinitiationofreplication
K10763	hdaDnaA-homologprotein
K02469	gyrADNAgyrasesubunitA[EC5.6.2.2]
K02470	gyrBDNAgyrasesubunitB[EC5.6.2.2]
K02621	parCtopoisomeraseIVsubunitA[EC5.6.2.2]
K02622	parEtopoisomeraseIVsubunitB[EC5.6.2.2]
K03166	top6ADNAtopoisomeraseVIsubunitA[EC5.6.2.2]
K03167	top6BDNAtopoisomeraseVIsubunitB[EC5.6.2.2]
K03168	topADNAtopoisomeraseI[EC5.6.2.1]
K03169	topBDNAtopoisomeraseIII[EC5.6.2.1]
K03170	topGrgyreversegyrase[EC5.6.2.25.6.2.-]
K11269	CTF18CHL12chromosometransmissionfidelityprotein18
K11270	CTF8chromosometransmissionfidelityprotein8
K11271	DSCC1DCC1sisterchromatidcohesionproteinDCC1
K10997	TIMELESSTOF1SWI1replicationforkprotectioncomplexsubunitTIMELESS/Tof1/Swi1
K10998	TIPINCSM3SWI3replicationforkprotectioncomplexsubunitTIPIN/Csm3/Swi3
K25773	CLSPNclaspin
K11274	WDHD1CTF4chromosometransmissionfidelityprotein4
K20791	NAA1011ARD12N-alpha-acetyltransferase10/11[EC2.3.1.255]
K20792	NAA1516N-alpha-acetyltransferase15/16NatAauxiliarysubunit
K20793	NAA50NAT5N-alpha-acetyltransferase50[EC2.3.1.2582.3.1.309]
K19533	SYCP1synaptonemalcomplexprotein1
K19529	SYCP2synaptonemalcomplexprotein2
K19534	SYCE1synaptonemalcomplexcentralelementprotein1
K19535	SYCE2synaptonemalcomplexcentralelementprotein2
K19536	SYCE3synaptonemalcomplexcentralelementprotein3
K24574	TEX11testis-expressedprotein11
K19537	TEX12testis-expressedsequence12protein
K25705	SIX6OS1proteinSIX6OS1
K24789	TOP6BLtype2DNAtopoisomerase6subunitB-like
K26086	MEI4meiosis-specificproteinMEI4
K26084	REC114meioticrecombinationproteinREC114
K26087	ANKRD31ankyrinrepeatdomain-containingprotein31
K25318	MEI1meiosisinhibitorprotein1
K26085	IHO1CCDC36interactorofHORMAD1protein1
K26453	MPS1proteinmultipolarspindle1
K22420	MEIOBmeiosis-specificwithOBdomain-containingprotein[EC3.1.-.-]
K22421	SPATA22spermatogenesis-associatedprotein22
K15271	HFM1MER3ATP-dependentDNAhelicaseHFM1/MER3[EC5.6.2.4]
K08740	MSH4DNAmismatchrepairproteinMSH4
K08741	MSH5DNAmismatchrepairproteinMSH5
K11275	H15histoneH1/5
K11276	NPM1nucleophosmin1
K11277	NPM2nucleophosmin2
K11278	NPM3nucleophosmin3
K11279	NAP1L1NRPnucleosomeassemblyprotein1-like1
K11280	NAP1L2BPXnucleosomeassemblyprotein1-like2
K11281	NAP1L3BNAPnucleosomeassemblyprotein1-like3
K11282	NAP1L4NAP2nucleosomeassemblyprotein1-like4
K11283	NAP1L5nucleosomeassemblyprotein1-like5
K11284	TSPYL1TSPY-like1
K11285	TSPYL2CINAPDENTTTSPY-like2
K11286	TSPYL3TSPY-like3
K11287	TSPYL4TSPY-like4
K11288	TSPYL5TSPY-like5
K11289	TSPYL6TSPY-like6
K11290	SETTAF1I2PP2Atemplate-activatingfactorI
K10750	CHAF1Achromatinassemblyfactor1subunitA
K10751	CHAF1Bchromatinassemblyfactor1subunitB
K25639	SUPT16HSPT16FACTcomplexsubunitSPT16
K27246	NHP6non-histonechromosomalprotein6
K10753	ASF1histonechaperoneASF1
K19531	CDAN1codanin-1
K24865	CDIN1CDAN1-interactingnuclease1
K11291	NASPnuclearautoantigenicspermprotein
K11293	HIRAHIR1proteinHIRA/HIR1
K18648	ANP32Eacidicleucine-richnuclearphosphoprotein32familymemberE
K26243	HP1BP3heterochromatinprotein1-bindingprotein3
K11295	HMGB2highmobilitygroupproteinB2
K11296	HMGB3highmobilitygroupproteinB3
K11297	HMGB4highmobilitygroupproteinB4
K25507	HMGBPhighmobilitygroupBproteinplant
K11299	HMGN1high-mobilitygroupnucleosome-bindingdomain-containingprotein1
K11300	HMGN2high-mobilitygroupnucleosome-bindingdomain-containingprotein2
K11301	HMGN3TRIP7high-mobilitygroupnucleosome-bindingdomain-containingprotein3
K11302	HMGN4high-mobilitygroupnucleosome-bindingdomain-containingprotein4
K17045	HMGN5high-mobilitygroupnucleosome-bindingdomain-containingprotein5
K11298	HMGXB4HMG2L1HMGdomain-containingprotein4
K11309	RTT109KAT11regulatorofTy1transpositionprotein109
K00653	CDYchromodomainproteinY[EC2.3.1.48]
K22767	MCC1histoneacetyltransferaseMCC1[EC2.3.1.48]
K22768	MBD9methyl-CpG-bindingdomain-containingprotein9[EC2.3.1.48]
K20794	NAA40NAT4N-alpha-acetyltransferase40[EC2.3.1.257]
K21121	NAA60N-alpha-acetyltransferase60[EC2.3.1.259]
K11346	ING4inhibitorofgrowthprotein4
K11345	ING5inhibitorofgrowthprotein5
K11347	JADE1PHF17proteinJade-1
K22156	JADE3proteinJade-3
K11348	BRPF1bromodomainandPHDfinger-containingprotein1
K11349	BRD1BRPF2bromodomain-containingprotein1
K11350	BRPF3bromodomainandPHDfinger-containingprotein3
K11369	RTG2retrograderegulationprotein2
K11370	AHC1ADAHATcomplexcomponent1
K11371	AHC2ADAHATcomplexcomponent2
K24536	ZZZ3ZZ-typezincfinger-containingprotein3
K24537	KAT14cysteine-richprotein2-bindingprotein
K24538	MBIPMAP3K12-bindinginhibitoryprotein1
K24539	YEATS2YEATSdomain-contaningprotein2
K11372	HIF1HAT1-interactingfactor1
K18400	KANSL1KAT8regulatoryNSLcomplexsubunit1
K18401	KANSL2KAT8regulatoryNSLcomplexsubunit2
K16719	KANSL3RCD1regulatoryNSLcomplexsubunit3
K18402	PHF20PHDfingerprotein20
K18403	MSL3male-specificlethal3
K11378	SAS3histoneacetyltransferaseSAS3[EC2.3.1.48]
K11379	YNG1proteinYNG1
K11380	NTO1NuA3HATcomplexcomponentNTO1
K11396	YNG2EAF4chromatinmodification-relatedproteinYNG2
K11397	EAF1VID21chromatinmodification-relatedproteinVID21
K11398	EAF5chromatinmodification-relatedproteinEAF5
K11399	EAF7chromatinmodification-relatedproteinEAF7
K26270	MBTD1MBTdomain-containingprotein1
K11401	SAS2histoneacetyltransferaseSAS2[EC2.3.1.48]
K11402	SAS4somethingaboutsilencingprotein4
K11403	SAS5somethingaboutsilencingprotein5
K11482	HOS1histonedeacetylaseHOS1[EC3.5.1.98]
K11483	HOS2histonedeacetylaseHOS2[EC3.5.1.98]
K11484	HOS3histonedeacetylaseHOS3[EC3.5.1.98]
K19201	SUDS3SAP45Sin3histonedeacetylasecorepressorcomplexcomponentSDS3
K19192	SAP130histonedeacetylasecomplexsubunitSAP130
K19193	SAP25histonedeacetylasecomplexsubunitSAP25
K19196	BRMS1breastcancermetastasis-suppressor1andrelatedproteins
K19197	ING1inhibitorofgrowthprotein1
K19198	ING2inhibitorofgrowthprotein2
K26090	SINHCAFSIN3-HDACcomplex-associatedfactor
K24650	HMG20BSWI/SNF-relatedmatrix-associatedactin-dependentregulatorofchromatinsubfamilyEmember1-related
K24651	PHF21APHDfingerprotein21A
K23213	SIN3BpairedamphipathichelixproteinSin3b
K26242	RCOR23RESTcorepressor2/3
K26581	KCTD19BTB/POZdomain-containingproteinKCTD19
K26582	MIDEASELMSAN1mitoticdeacetylase-associatedSANTdomainprotein
K08707	DNTTIP1deoxynucleotidyltransferaseterminal-interactingprotein1
K26583	TRERF1transcriptional-regulatingfactor1
K26584	ZNF541zincfingerprotein541
K21486	ANKRA2ankyrinrepeatfamilyAprotein2
K21436	ANKRD1112ankyrinrepeatdomain-containingprotein11/12
K21869	DDX53CAGEATP-dependentRNAhelicaseDDX53[EC3.6.4.13]
K23398	TRIP4activatingsignalcointegrator1
K24081	ZMYND15zincfingerMYNDdomain-containingprotein15
K24660	HMG20Ahighmobilitygroupprotein20A
K24907	DIP2Adisco-interactingprotein2homologA[EC6.2.1.1]
K25790	EMSYBRCA2-interactingtranscriptionalrepressorEMSY
K26244	PHF12RCO1transcriptionalregulatoryproteinPHF12/RCO1
K26245	PHO23transcriptionalregulatoryproteinPHO23
K26246	UME1transcriptionalregulatoryproteinUME1
K24255	PRDM12PRdomainzincfingerprotein12[EC2.1.1.-]
K05302	SETD6N-lysinemethyltransferaseSETD6[EC2.1.1.-]
K11435	PRMT2typeIproteinargininemethyltransferase[EC2.1.1.319]
K11436	PRMT3typeIproteinargininemethyltransferase[EC2.1.1.319]
K11437	PRMT6typeIproteinargininemethyltransferase[EC2.1.1.319]
K11439	PRMT8typeIproteinargininemethyltransferase[EC2.1.1.319]
K19737	PRMT9typeIIproteinargininemethyltransferase[EC2.1.1.320]
K11438	PRMT7typeIIIproteinargininemethyltransferase[EC2.1.1.321]
K18477	RMT2typeIVproteinargininemethyltransferase[EC2.1.1.322]
K14965	DPY30proteindpy-30
K14967	BRE2CPS60COMPASScomponentBRE2
K14968	CPS25SDC1COMPASScomponentSDC1
K14969	SHG1CPS15COMPASScomponentSHG1
K14972	PAXIP1PTIPPAX-interactingprotein1
K14973	PA1PAXIP1-associatedprotein1
K23588	MLLT610AF1710proteinAF-17/10
K19413	KDM1BAOF1LSD2lysine-specifichistonedemethylase1B[EC1.-.-.-]
K06709	KDM4JMJD2JHDM3[histoneH3]-trimethyl-L-lysine9/36demethylase[EC1.14.11.661.14.11.69]
K11448	KDM6BJMJD3lysine-specificdemethylase6B[EC1.14.11.68]
K23742	UTYKDM6Clysine-specificdemethylase6C[EC1.14.11.68]
K11445	KDM7AJHDM1D[histoneH3]-dimethyl-L-lysine9demethylase[EC1.14.11.651.14.11.-]
K22610	RSBN1KDM9lysine-specificdemethylase9[EC1.14.11.-]
K00478	HR[histoneH3]-dimethyl-L-lysine9demethylase[EC1.14.11.65]
K19414	PHF2JHDM1Elysine-specificdemethylasePHF2[EC1.14.11.-]
K19415	PHF8JHDM1F[histoneH3]-dimethyl-L-lysine9demethylase[EC1.14.11.651.14.11.-]
K11323	JMJD6histoneargininedemethylaseJMJD6[EC1.14.11.-]
K19219	JMJD7peptidyl-lysine(3S)-dioxygenase/protease[EC1.14.11.633.4.-.-]
K24444	JMJ30[histoneH3]-dimethyl/trimethyl-L-lysine36demethylase[EC1.14.11.271.14.11.-]
K11466	SCML4sexcombonmidleg-likeprotein4
K26266	SAMD1sterilealphamotifdomain-containingprotein1
K26267	SAP30BPSAP30-bindingprotein
K26258	taytaybridge
K21870	BANFbarrier-to-autointegrationfactor
K23216	SETD5SETdomain-containingprotein5
K23217	SETBP1SET-bindingprotein
K23218	ZMYND11BS69zincfingerMYNDdomain-containingprotein11
K24550	BCAS3breastcarcinoma-amplifiedsequence3
K24688	ZCWPW1zincfingerCW-typePWWPdomainprotein1
K24690	ZCWPW2zincfingerCW-typePWWPdomainprotein2
K26250	HPF1histonePARylationfactor1
K26537	UXTproteinUXT
K11490	NCAPH2condensin-2complexsubunitH2
K11491	NCAPD3condensin-2complexsubunitD3
K11492	NCAPG2LUZP5condensin-2complexsubunitG2
K11494	RCBTBRCC1andBTBdomain-containingprotein
K11495	CENPAhistoneH3-likecentromericproteinA
K11496	CENPBcentromereproteinB
K11497	CENPCcentromereproteinC
K11499	CENPFcentromereproteinF
K11500	CENPHcentromereproteinH
K11501	CENPIcentromereproteinI
K11502	CENPJcentromereproteinJ
K11503	CENPKcentromereproteinK
K11504	CENPLcentromereproteinL
K11505	CENPMcentromereproteinM
K11506	CENPNcentromereproteinN
K11507	CENPOcentromereproteinO
K11508	CENPPcentromereproteinP
K11509	CENPQcentromereproteinQ
K11510	ITGB3BPCENPRcentromereproteinR
K11512	CENPTcentromereproteinT
K11513	MLF1IPCENPUcentromereproteinU
K26091	CENPWcentromereproteinW
K11514	CDCA8Borealin
K11515	INCENPinnercentromereprotein
K11543	MIS12kinetochore-associatedproteinMIS12
K11544	DSN1kinetochore-associatedproteinDSN1
K11545	NSL1MIS14DC8kinetochore-associatedproteinNSL1
K11546	PMF1polyamine-modulatedfactor1
K11548	NUF2CDCA1kinetochoreproteinNuf2
K11549	SPBC24SPC24kinetochoreproteinSpc24animaltype
K11550	SPBC25SPC25kinetochoreproteinSpc25animaltype
K11551	MIS15CHL4centralkinetochoresubunitMis15/CHL4
K11552	MAL2MCM21centralkinetochoresubunitMal2/MCM21
K11553	DAD1DASHcomplexsubunitDAD1
K11696	CNL2centromere-localizedprotein2
K11697	FTA7CNL3kinetochoreproteinFta7
K11698	SIM4centromereproteinSim4
K11554	CTF19centralkinetochoresubunitCTF19
K11555	OKP1centralkinetochoresubunitOKP1
K11556	AME1centralkinetochoresubunitAME1
K11557	SPC24kinetochoreproteinSpc24fungitype
K11558	SPC25kinetochoreproteinSpc25fungitype
K11559	mis12MTW1kinetochoreproteinMis12/MTW1
K11560	mis13DSN1kinetochoreproteinMis13/DSN1
K11561	mis14NSL1kinetochorproteinMis14/NSL1
K11562	NNF1kinetochoreproteinNNF1
K11563	SPC7SPC105kinetochoreproteinSpc7/SPC105
K11564	MIS18FASP1kinetochoreproteinMis18
K11565	OIP5opa-interactingprotein5
K11566	ASK1DASHcomplexsubunitASK1
K11567	DAD2HSK1DASHcomplexsubunitDAD2
K11568	DAD3DASHcomplexsubunitDAD3
K11569	DAD4HSK2DASHcomplexsubunitDAD4
K11570	DUO1DASHcomplexsubunitDUO1
K11571	HSK3DASHcomplexsubunitHSK3
K11572	SPC19DASHcomplexsubunitSPC19
K11573	SPC34DASHcomplexsubunitSPC34
K11574	CBF2CBF3ACTF14centromereDNA-bindingproteincomplexCBF3subunitA
K11575	CEP3CBF3BcentromereDNA-bindingproteincomplexCBF3subunitB
K11576	CTF13CBF3CcentromereDNA-bindingproteincomplexCBF3subunitC
K26092	HJURPhollidayjunctionrecognitionprotein
K11577	KNTC1RODkinetochore-associatedprotein1
K11579	ZWILCHproteinzwilch
K20093	ERCC6LPICHDNAexcisionrepairproteinERCC-6-like[EC5.6.2.-]
K25866	NUDCnuclearmigrationproteinNudC
K26094	SKA1spindleandkinetochore-associatedprotein1
K26095	SKA2spindleandkinetochore-associatedprotein2
K26096	SKA3spindleandkinetochore-associatedprotein3
K26097	KNSTRNSKAPsmallkinetochore-associatedprotein
K26098	SPDL1proteinSpindly
K11581	SGOL2shugoshin-like2
K11585	CBX1HP1BSWI6chromoboxprotein1
K11587	CBX5HP1Achromoboxprotein5
K11588	MECP2methylCpGbindingprotein2
K25802	ATF7IPMCAFactivatingtranscriptionfactor7-interactingprotein
K19871	SALLsal-likeprotein
K21871	MPHOSPH8MPP8M-phasephosphoprotein8
K21872	PPHLN1periphilin-1
K21873	FAM208AproteinTASOR
K22592	AHDC1AT-hookDNA-bindingmotif-containingprotein1
K22593	CHAMP1chromosomealignment-maintainingphosphoprotein1
K22594	POGZpogotransposableelementwithZNFdomain
K23113	SMCHD1structuralmaintenanceofchromosomesflexiblehingedomain-containingprotein1
K23220	LRIF1ligand-dependentnuclearreceptor-interactingfactor1
K24457	SLFN12SLFN12Lschlafenfamilymember12
K18405	TDRD1467tudordomain-containingprotein1/4/6/7
K18406	TDRKHTDRD2tudordomain-containingprotein2
K18407	TDRD5tudordomain-containingprotein5
K18408	TDRD9ATP-dependentRNAhelicaseTDRD9[EC3.6.4.13]
K18409	TDRD12ATP-dependentRNAhelicaseTDRD12[EC3.6.4.13]
K18410	ASZ1GASZankyrinrepeatSAMandbasicleucinezipperdomain-containingprotein1
K13982	DDX4VASAprobableATP-dependentRNAhelicaseDDX4[EC3.6.4.13]
K13983	MOV10L1RNAhelicaseMOV10L1[EC3.6.4.13]
K18411	MAELproteinmaelstrom
K18413	KRIMPkrimper
K16862	PLD6mitochondrialcardiolipinhydrolase[EC3.1.4.-]
K18414	SQUsquash
K18415	VRETvreteno
K20798	HENMT1smallRNA2'-O-methyltransferase[EC2.1.1.386]
K11595	CHP1chromodomain-containingprotein1
K11597	TAS3RNA-inducedtranscriptionalsilencingcomplexproteinTas3
K11699	RDRRDRPRNA-dependentRNApolymerase[EC2.7.7.48]
K11700	CID12poly(A)RNApolymeraseCid12[EC2.7.7.19]
K11701	HRR1helicaserequiredforRNAi-mediatedheterochromatinassembly1[EC3.6.4.13]
K18418	ERI3PINT1ERI1exoribonuclease3[EC3.1.-.-]
K18419	DCGR8microprocessorcomplexsubunitDGCR8
K18420	TARBP2RISC-loadingcomplexsubunitTARBP2
K24540	PRKRAinterferon-inducibledouble-strandedRNA-dependentproteinkinaseactivatorA
K18421	R2D2R2D2
K23204	THAP2THAPdomain-containingprotein2
K23205	THAP4THAPdomain-containingprotein4
K23207	THAP6THAPdomain-containingprotein6
K23209	THAP9DNAtransposaseTHAP9[EC2.7.7.-]
K23221	NAIF1nuclearapoptosis-inducingfactor1
K23222	HARBI1nucleaseHARBI1[EC3.1.-.-]
K16452	CCDC92coiled-coildomain-containingprotein92
K16453	CCP110CEP110centrosomalproteinCEP110
K16454	CCSAPcentrioleciliaandspindle-associatedprotein
K16455	CEP41TSGA14centrosomalproteinCEP41
K16457	CEP76centrosomalproteinCEP76
K16458	CEP104centrosomalproteinCEP104
K16459	CEP120centrosomalproteinCEP120
K16460	CEP128centrosomalproteinCEP128
K16461	CEP135CEP4centrosomalproteinCEP135
K16462	CEP164centrosomalproteinCEP164
K16463	CEP170centrosomalproteinCEP170
K16464	CEP250CNAP1centrosomalproteinCEP250
K16465	CETN1centrin-1
K16467	CNTLNcentlein
K16468	CNTROBcentrobin
K16472	HYLS1hydrolethalussyndromeprotein1
K16475	LRRCC1CLERCleucine-richrepeatandcoiled-coildomain-containingprotein1
K16476	NINninein
K16477	NINLNLPninein-likeprotein
K16479	ODF2outerdensefiberprotein2
K16480	OFD1oral-facial-digitalsyndrome1protein
K16481	PCNTpericentrin
K16482	POC1centriolarproteinPOC1
K16483	POC5centrosomalproteinPOC5
K16485	SAS-4spindleassemblyabnormalprotein4
K16486	SAS-5spindleassemblyabnormalprotein5
K16487	SAS-6SASS6spindleassemblyabnormalprotein6
K16488	SDCCAG8serologicallydefinedcoloncancerantigen8
K16489	SFI1proteinSFI1
K16490	SPICE1spindleandcentriole-associatedprotein1
K16531	BBS4Bardet-Biedlsyndrome4protein
K16532	CEP72centrosomalproteinCEP72
K16533	CEP290NPHP6centrosomalproteinCEP290
K16534	DISC1disruptedinschizophrenia1protein
K16535	FOPNLFOR20lisHdomain-containingproteinFOPNL
K16537	PCM1pericentriolarmaterial1protein
K16538	PIBF1CEP90progesterone-induced-blockingfactor1
K16539	PLK1S1centrosomalproteinkizuna
K16540	AZI1CEP1315-azacytidine-inducedprotein1
K16541	CCDC14coiled-coildomain-containingprotein14
K16542	CDK5RAP2CDK5regulatorysubunit-associatedprotein2
K16543	CEP89centrosomalproteinCEP89
K16544	CEP95centrosomalproteinCEP95
K16545	DDHD2phospholipaseDDHD2[EC3.1.1.-]
K16546	FGFR10PFGFR1oncogenepartner
K16594	LRRC36leucine-richrepeat-containingprotein36
K16547	NEDD1proteinNEDD1
K16548	OAZ1ornithinedecarboxylaseantizyme1
K16549	PDE4DIPmyomegalin
K23964	CCNQFAM58Acyclin-Q
K21435	ANKRD6ankyrinrepeatdomain-containingprotein6
K24575	MPLKIPM-phase-specificPLK1-interactingprotein
K16569	TUBGCP2GCP2gamma-tubulincomplexcomponent2
K16570	TUBGCP3GCP3gamma-tubulincomplexcomponent3
K16571	TUBGCP4GCP4gamma-tubulincomplexcomponent4
K16572	TUBGCP5GCP5gamma-tubulincomplexcomponent5
K16573	TUBGCP6GCP6gamma-tubulincomplexcomponent6
K16574	MZT2ABmitotic-spindleorganizingprotein2A/2B
K16578	CLASP12CLIP-associatingprotein1/2
K16579	DCXneuronalmigrationproteindoublecortin
K10436	MAPREmicrotubule-associatedproteinRP/EBfamily
K19573	ATAT1MEC17alpha-tubulinN-acetyltransferase1[EC2.3.1.108]
K16580	SLAIN12SLAINmotif-containingprotein1/2
K23400	DCDC1doublecortindomain-containingprotein1
K25867	TPPPtubulinpolymerization-promotingprotein[EC3.6.5.-]
K25872	TPPP3tubulinpolymerization-promotingproteinfamilymember3
K26165	CSTPP1centriolarsatellite-associatedtubulinpolyglutamylasecomplexregulator1
K26787	MARVELD1MARVELdomain-containingprotein1
K16584	HAUS1AUG1HAUSaugmin-likecomplexsubunit1
K16585	HAUS2AUG2HAUSaugmin-likecomplexsubunit2
K16586	HAUS3AUG3HAUSaugmin-likecomplexsubunit3
K16587	HAUS4AUG4HAUSaugmin-likecomplexsubunit4
K16588	HAUS5AUG5HAUSaugmin-likecomplexsubunit5
K16589	HAUS6AUG6HAUSaugmin-likecomplexsubunit6
K16590	HAUS7AUG7UIP1HAUSaugmin-likecomplexsubunit7
K16591	HAUS8HAUSaugmin-likecomplexsubunit8
K25918	AUG8augmincomplexsubunit8
K16714	ANA1anastralspindle1
K16715	ANA2anastralspindle2
K16717	CEP97centrosomalproteinCEP97
K16728	CEP152ASLcentrosomalproteinCEP152
K16718	CNNcentrosomin
K16720	RCD2reductionincnndots2
K16721	RCD4reductionincnndots4
K16722	SPD2spindle-defectiveprotein2
K16724	STILSCL-interruptinglocusprotein
K19788	OLA1obg-likeATPase1
K16726	ANKRD17MASKankyrinrepeatdomain-containingprotein17
K16732	PRC1ASE1MAP65Ase1/PRC1/MAP65familyprotein
K16734	SAC3D1SHD1SAC3domain-containingprotein1
K26251	CEP295centrosomalproteinCEP295
K16737	ZNF365Su48proteinZNF365
K16738	NDE1NUDEnucleardistributionproteinNudE
K16739	NDEL1nucleardistributionproteinNudE-like1
K19326	SYNE1nesprin-1
K19346	SYNE2nesprin-2
K21761	SYNE3nesprin-3
K23401	SYNE4nesprin-4
K19347	SUN12SUNdomain-containingprotein1/2
K21874	SUN3SUNdomain-containingprotein3
K21875	SPAG4SUN4sperm-associatedantigen4protein
K21876	SUN5SUNdomain-containingprotein5
K22595	CCDC155KASH5proteinKASH5
K19574	OBSL1obscurin-likeprotein1
K16741	ALMS1alstromsyndromeprotein1
K07943	ARL2ADP-ribosylationfactor-likeprotein2
